"Propeller_Name";"Blade_Name";"Propeller_Brand";"Number of Blades";"Propeller_Diameter";"Propeller_Pitch";"Advanced_Ratio_Input";"RPM_Rotation_Input";"Thrust_Coefficient_Output";"Power_Coefficient_Output";"Efficiency_Output"
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.529;3999;0.0211;0.0218;0.513
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.561;3999;0.0155;0.0191;0.456
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.588;3999;0.0104;0.0166;0.369
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.621;3999;0.0043;0.0133;0.203
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.656;3999;-0.002;0.0097;-0.138
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.105;5003;0.0945;0.0407;0.245
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.135;5003;0.0917;0.0409;0.302
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.155;5003;0.0897;0.041;0.339
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.185;5003;0.086;0.0411;0.387
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.21;5003;0.0825;0.0409;0.425
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.236;5003;0.0782;0.0404;0.457
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.263;5003;0.0736;0.0398;0.487
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.291;5003;0.068;0.0387;0.512
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.314;5003;0.0639;0.0378;0.532
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.341;5003;0.0587;0.0364;0.549
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.371;5003;0.0531;0.0346;0.569
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.397;5003;0.0483;0.033;0.581
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.422;5003;0.0435;0.0312;0.589
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.445;5003;0.0392;0.0294;0.593
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.471;5003;0.0344;0.0274;0.591
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.497;5003;0.0299;0.0256;0.581
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.523;5003;0.0254;0.0237;0.56
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.442;4998;0.0396;0.0297;0.59
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.473;4998;0.034;0.0273;0.588
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.497;4998;0.0295;0.0255;0.576
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.524;4998;0.0249;0.0235;0.556
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.55;4998;0.0203;0.0213;0.523
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.576;4998;0.0152;0.0188;0.466
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.602;4998;0.0105;0.0165;0.385
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.628;4998;0.0056;0.0138;0.255
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.655;4998;0.0004;0.0109;0.022
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.68;4998;-0.0047;0.0079;-0.402
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.087;6002;0.0976;0.0402;0.211
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.109;6002;0.0962;0.0406;0.257
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.129;6002;0.0941;0.0406;0.3
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.153;6002;0.0917;0.0409;0.343
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.173;6002;0.0897;0.041;0.378
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.198;6002;0.0871;0.0412;0.418
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.221;6002;0.0844;0.0412;0.453
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.242;6002;0.0811;0.0409;0.48
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.265;6002;0.0781;0.0407;0.508
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.283;6002;0.075;0.0401;0.529
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.304;6002;0.0713;0.0395;0.548
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.327;6002;0.0667;0.0384;0.568
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.35;6002;0.0621;0.0373;0.583
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.37;6002;0.0582;0.0361;0.597
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.393;6002;0.0536;0.0347;0.608
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.413;6002;0.0498;0.0334;0.616
"apcsp 11.0x5.0 - 2";"apcsp 11.0x5.0";"apcsp";2;11.0;5;0.436;6002;0.045;0.0315;0.623
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.172;3012;0.0913;0.0501;0.312
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.217;3012;0.0852;0.0494;0.374
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.258;3012;0.0784;0.048;0.421
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.306;3012;0.0725;0.0466;0.476
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.357;3012;0.0637;0.0442;0.513
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.393;3012;0.0578;0.0423;0.536
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.438;3012;0.0498;0.039;0.56
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.484;3012;0.0423;0.0357;0.574
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.523;3012;0.0364;0.0328;0.58
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.575;3012;0.0275;0.0282;0.561
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.607;3012;0.0221;0.0254;0.529
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.662;3012;0.0118;0.0197;0.396
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.7;3012;0.0046;0.0155;0.208
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.745;3012;-0.0041;0.0101;-0.304
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.129;4002;0.1022;0.0498;0.265
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.164;4002;0.0998;0.0501;0.327
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.195;4002;0.0975;0.0502;0.379
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.228;4002;0.0939;0.0502;0.426
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.263;4002;0.0891;0.0499;0.469
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.298;4002;0.0832;0.0491;0.506
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.33;4002;0.0773;0.0479;0.533
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.361;4002;0.0714;0.0464;0.555
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.397;4002;0.0649;0.0447;0.576
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.43;4002;0.058;0.0422;0.592
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.463;4002;0.0516;0.0397;0.601
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.497;4002;0.0445;0.0366;0.605
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.529;4002;0.0386;0.0338;0.605
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.561;4002;0.033;0.031;0.598
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.589;4002;0.0285;0.0288;0.583
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.621;4002;0.0229;0.0258;0.552
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.654;4002;0.0168;0.0225;0.489
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.553;3997;0.0341;0.0316;0.597
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.59;3997;0.0279;0.0285;0.576
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.622;3997;0.0225;0.0257;0.546
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.654;3997;0.0166;0.0224;0.484
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.687;3997;0.0104;0.0188;0.383
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.72;3997;0.0044;0.0152;0.211
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.753;3997;-0.0018;0.0111;-0.125
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.785;3997;-0.0082;0.0068;-0.946
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.105;5007;0.1068;0.0486;0.231
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.133;5007;0.1056;0.0493;0.285
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.156;5007;0.1036;0.0494;0.326
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.183;5007;0.1012;0.0497;0.373
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.209;5007;0.0987;0.0499;0.413
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.238;5007;0.0957;0.0501;0.454
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.265;5007;0.0929;0.0502;0.49
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.291;5007;0.0896;0.0502;0.518
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.317;5007;0.0856;0.0499;0.543
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.34;5007;0.0819;0.0492;0.565
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.37;5007;0.0759;0.0479;0.587
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.396;5007;0.071;0.0465;0.604
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.424;5007;0.0654;0.0447;0.62
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.447;5007;0.0606;0.043;0.629
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.475;5007;0.0543;0.0406;0.635
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.502;5007;0.0487;0.0382;0.639
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.524;5007;0.044;0.0361;0.639
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.444;4999;0.0607;0.0432;0.625
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.472;4999;0.0547;0.0409;0.632
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.497;4999;0.0494;0.0386;0.636
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.523;4999;0.0439;0.0361;0.637
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.549;4999;0.0389;0.0338;0.632
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.576;4999;0.0339;0.0315;0.619
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.601;4999;0.0293;0.0293;0.602
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.629;4999;0.0241;0.0265;0.572
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.655;4999;0.0192;0.0238;0.528
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.684;4999;0.0135;0.0205;0.452
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.71;4999;0.0084;0.0174;0.343
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.738;4999;0.0033;0.0141;0.174
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.764;4999;-0.0018;0.0108;-0.125
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.789;4999;-0.0065;0.0076;-0.678
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.085;5992;0.1097;0.0481;0.194
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.108;5992;0.1085;0.0485;0.241
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.134;5992;0.1066;0.0488;0.292
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.155;5992;0.105;0.0492;0.331
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.176;5992;0.1031;0.0494;0.367
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.197;5992;0.1013;0.0497;0.401
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.22;5992;0.0991;0.0499;0.436
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.242;5992;0.0971;0.0502;0.468
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.266;5992;0.0945;0.0503;0.499
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.286;5992;0.0918;0.0502;0.524
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.309;5992;0.0893;0.0503;0.549
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.328;5992;0.0867;0.05;0.568
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.35;5992;0.0837;0.0497;0.589
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.37;5992;0.0804;0.0491;0.606
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.392;5992;0.0771;0.0485;0.622
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.414;5992;0.0726;0.0474;0.634
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.435;5992;0.0688;0.0462;0.647
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.373;6000;0.0796;0.0489;0.607
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.393;6000;0.0763;0.0482;0.622
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.414;6000;0.0725;0.0473;0.634
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.436;6000;0.0678;0.0458;0.645
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.457;6000;0.0633;0.0442;0.656
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.481;6000;0.0582;0.0423;0.662
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.504;6000;0.0537;0.0404;0.67
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.527;6000;0.0487;0.0382;0.671
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.55;6000;0.0437;0.036;0.667
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.568;6000;0.04;0.0343;0.662
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.592;6000;0.0351;0.032;0.649
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.616;6000;0.0303;0.0295;0.633
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.634;6000;0.0271;0.0278;0.617
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.659;6000;0.0221;0.0251;0.579
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.679;6000;0.018;0.0228;0.537
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.704;6000;0.0132;0.0198;0.468
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.724;6000;0.0095;0.0176;0.392
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.745;6000;0.0051;0.0147;0.259
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.767;6000;0.001;0.012;0.061
"apcsp 11.0x6.0 - 2";"apcsp 11.0x6.0";"apcsp";2;11.0;6;0.788;6000;-0.0034;0.0092;-0.29
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.554;3997;0.0499;0.0432;0.64
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.589;3997;0.0437;0.0398;0.647
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.621;3997;0.0378;0.0366;0.642
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.655;3997;0.0319;0.0333;0.628
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.687;3997;0.0265;0.0301;0.604
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.72;3997;0.0207;0.0266;0.559
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.751;3997;0.0149;0.023;0.488
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.786;3997;0.0085;0.0187;0.359
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.825;3997;0.0009;0.0135;0.053
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.856;3997;-0.0046;0.0094;-0.418
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.177;3014;0.0989;0.0578;0.303
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.22;3014;0.0945;0.0573;0.363
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.261;3014;0.0892;0.0568;0.41
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.303;3014;0.0839;0.056;0.454
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.348;3014;0.0785;0.0546;0.501
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.399;3014;0.0704;0.052;0.542
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.437;3014;0.0651;0.0502;0.567
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.486;3014;0.0574;0.0471;0.593
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.517;3014;0.0524;0.0447;0.607
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.575;3014;0.0423;0.0395;0.615
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.603;3014;0.0379;0.037;0.617
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.665;3014;0.0271;0.0306;0.59
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.689;3014;0.0232;0.0281;0.568
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.745;3014;0.0131;0.0218;0.448
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.788;3014;0.005;0.0167;0.235
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.83;3014;-0.0027;0.0115;-0.192
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.107;4994;0.1145;0.0559;0.219
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.133;4994;0.1136;0.0562;0.269
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.158;4994;0.1123;0.0565;0.315
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.184;4994;0.1107;0.0566;0.36
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.21;4994;0.1092;0.0572;0.4
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.239;4994;0.1065;0.0575;0.442
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.264;4994;0.1039;0.0576;0.476
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.292;4994;0.1017;0.0582;0.511
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.319;4994;0.0986;0.0583;0.54
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.345;4994;0.0949;0.0578;0.566
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.371;4994;0.0911;0.0574;0.589
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.393;4994;0.0883;0.0572;0.607
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.419;4994;0.0837;0.0562;0.624
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.444;4994;0.0793;0.0552;0.638
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.47;4994;0.0738;0.0535;0.648
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.495;4994;0.0687;0.0516;0.659
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.523;4994;0.0624;0.049;0.666
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.445;5000;0.0788;0.0552;0.635
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.472;5000;0.0731;0.0533;0.647
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.498;5000;0.0678;0.0514;0.656
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.528;5000;0.0609;0.0484;0.665
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.548;5000;0.0569;0.0466;0.668
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.58;5000;0.0502;0.0434;0.671
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.605;5000;0.0455;0.041;0.672
"apcsp 11.0x7.0 - 2";"apcsp 11.0x7.0";"apcsp";2;11.0;7;0.628;5000;0.0407;0.0384;0.665
